image	bicycle	bird	bottle	car	chair	diningtable	dog	person	pottedplant	sofa	
00010918	-1.239206	-1.187329	-0.226756	-0.968008	1.392508	1.367672	-0.600303	-0.564938	-0.674678	-1.217851	
00010919	-0.938619	-2.168709	-1.304911	-0.617725	-1.158627	-1.439519	-0.559394	1.035428	-1.365537	-1.299454	
00010920	-1.148573	-1.384800	-1.599849	-1.869103	-1.932156	-1.781441	0.947305	-0.569694	-1.457511	-1.187213	
00010921	-1.427620	-1.157692	-1.596025	-1.469622	-1.612977	-1.553184	1.727829	-1.048290	-1.318717	-0.964169	
00010922	-0.998374	-1.322364	-0.408893	-1.461836	0.179548	-0.201841	-1.620913	-1.707566	-0.982250	-1.164063	
00010923	-0.844838	-1.745585	-0.764759	-1.027851	0.515797	-1.383325	-1.662408	0.072423	-0.891271	-0.774891	
00010924	-0.823322	-2.293392	-3.016830	-0.989545	-2.121947	-1.341384	-0.160624	0.528217	-1.915393	-1.149261	
00010925	-1.544500	-1.639362	-0.819316	-1.125556	-0.557975	-1.264627	-1.146149	2.989744	-1.078124	-1.322031	
00010926	-1.434102	-2.047810	-1.316183	1.342382	-0.985930	-1.964504	-1.417043	-0.173037	-1.437352	-1.581445	
00010927	-1.241600	-1.551187	-0.800153	-1.131936	-0.768537	-0.854133	0.253482	0.384458	-0.686954	-0.656582	
00010928	-0.779506	-1.615997	-1.154785	0.820398	-1.570875	-1.137020	-1.085288	0.327711	-1.366473	-1.456313	
00010929	-1.010923	-0.912732	-2.561019	-0.633309	-1.773267	-1.779901	-1.790974	0.271396	-1.502513	-1.811287	
00010930	-1.004754	-0.102234	-0.995483	-1.627708	-1.393051	-1.393618	-0.111299	-0.918216	-1.398166	-1.298137	
00010931	-1.072801	-0.728686	-0.991621	-1.612000	-1.164609	-2.714970	-0.186653	-0.133621	0.115385	-1.141215	
00010932	-2.036315	-1.894707	-2.570484	2.874838	-3.483240	-1.893260	-2.622374	-0.732984	-1.829294	-3.236755	
00010933	-1.543515	-1.519242	-1.240106	-2.528272	-1.233428	-1.160804	1.190821	-0.706759	-0.982239	-0.717270	
00010934	-1.337043	-1.110174	-0.799675	-0.775497	-0.997252	-1.255444	-1.083084	1.440069	-0.980521	-1.185572	
00010935	-1.244274	-2.325042	-2.546345	-1.111772	-1.390062	-1.460378	1.807065	-1.119054	-1.306277	-1.521367	
00010936	-1.410260	-1.565473	-0.235127	-1.984268	-0.787617	1.891272	-1.653325	-1.253604	-1.338869	-1.896804	
00010937	-1.667628	-2.146719	-1.274514	3.014467	-2.084277	-2.438478	-1.649372	-0.920525	-1.137125	-1.869424	
00010938	-1.025612	-1.454788	-1.201359	-0.272080	-0.968461	-1.139118	-1.263580	-0.154053	-0.606599	-1.312829	
00010939	1.382110	-2.863766	-1.186539	-1.095297	-1.362159	-1.988816	-1.822674	0.361991	-1.248083	-3.087108	
00010940	-1.258723	-1.276297	0.003455	-1.366278	-0.537522	-0.423620	-0.779859	4.895043	-0.991766	-0.074959	
00010941	-5.239354	2.396171	-1.698411	-6.683823	-1.745807	-0.988423	-0.951185	-3.666263	-1.195921	-0.926309	
00010942	-1.057219	-2.208801	-1.626653	-1.310091	-2.050652	-1.623832	-1.627327	-1.660906	2.570614	-1.768221	
00010943	-1.505815	-1.233948	-0.099120	-1.391966	0.342331	0.516288	-1.411261	0.597487	-0.562512	-0.647040	
00010944	-1.141897	-1.765238	-0.948002	-0.762569	-0.356684	-1.114931	-0.857608	-0.532448	0.341598	-0.375465	
00010945	-0.931434	-1.336142	-0.785990	-0.746630	-0.670233	-0.525439	-1.196900	-0.211871	0.364933	-1.226521	
00010946	-1.205820	-1.639229	-1.360936	-1.339095	-0.899490	-1.512980	-0.041279	-0.332318	-1.311367	-0.190120	
00010947	-1.237663	-0.943601	-0.841880	-2.161527	-0.697026	-0.781600	-1.302732	2.419658	-0.912842	-1.030638	
00010948	-0.972641	-0.958755	-0.260584	-1.090956	-0.947332	-1.067166	-1.030620	1.981955	-1.141261	-0.679017	
00010949	-1.189620	-2.136494	-1.321400	1.852330	-2.002678	-1.618395	-1.399831	0.094900	-1.441944	-1.904780	
00010950	-0.504748	-2.185321	-1.877153	0.628324	-1.004005	-1.192204	-1.436916	1.160114	-2.231617	-0.980494	
00010951	-1.750674	-1.448545	-0.757724	-1.369165	0.711432	0.385304	-0.907962	0.421650	-0.513064	-0.449349	
00010952	-1.343064	-1.286928	-0.791354	-1.102912	-1.567139	-1.293363	1.136659	-1.138779	-0.982593	-0.972456	
00010953	-0.087486	-1.465352	-1.225219	-0.979773	-1.303538	-1.239635	-1.861695	0.271586	-1.291475	-2.438113	
00010954	-1.074267	-1.583951	-1.173631	1.085469	-1.861789	-1.596584	-1.684805	0.347240	-1.518125	-1.989359	
00010955	-1.701605	-1.074632	-1.631485	-1.182436	-1.529343	-1.383479	0.960138	-1.474815	-1.185867	-0.828793	
00010956	-1.592056	-1.235015	-1.581188	-0.731377	-1.572420	-1.289945	-0.311842	-0.080936	-1.488204	-1.427627	
00010957	-1.270898	2.102337	-1.073247	-1.592555	-1.483588	-1.509726	-2.102827	-1.257624	-0.605088	-1.706346	
00010958	-1.431006	-1.662793	-0.620917	-1.045020	-0.808794	-1.342728	-0.252875	1.034923	-1.080460	-0.702653	
00010959	-0.801238	-1.672603	-1.799239	0.602406	-1.824575	-1.383479	-1.443338	0.134869	-1.326113	-1.742984	
00010960	-1.824534	-1.984450	-1.169684	-1.119701	-0.492201	-1.234720	-3.128063	3.188601	-1.012869	-0.485441	
00010961	-1.163865	-1.398309	-0.921366	-2.382777	1.837805	0.765668	-1.673513	-1.858971	-0.852532	-0.923252	
00010962	-1.321181	-0.595395	-1.330097	-1.158243	-1.214531	-1.527664	0.375527	-0.447570	-0.980667	-0.748489	
00010963	-0.966646	-1.671712	-0.866079	-0.911318	-0.386393	-0.843048	-1.214358	0.970952	-0.950219	-1.097564	
00010964	-1.174754	-1.324761	-0.569337	-1.008746	-0.386604	-0.992306	-0.921911	1.662457	-0.869930	-0.418618	
00010965	-1.193979	-1.310606	-0.178129	-0.953805	-0.486997	-0.821572	-1.210425	1.701293	-0.632320	-0.841757	
00010966	-1.289528	-2.081791	-0.967963	-1.030197	-1.849714	-1.969122	-1.387424	0.601628	-1.251597	-1.865233	
00010967	-1.038373	-1.874591	-0.874406	-2.300824	-0.937075	-2.711249	0.049316	-0.036083	-1.289190	-1.480863	
00010968	-1.290577	-2.637186	-1.023353	-1.336130	-1.095389	-1.263887	1.982308	-1.273380	-1.061306	-0.920645	
00010969	-0.835882	-1.179745	-1.362078	-0.458868	-0.610442	-1.595218	-1.780753	0.338912	-0.461944	-2.119863	
00010970	0.891304	-2.481297	-1.039740	-1.558424	-0.767456	-1.280411	-2.506090	-0.207750	-1.190172	-2.074014	
00010971	-1.667876	-2.022293	-0.684302	-1.665357	-0.771791	-1.058155	0.324867	-0.279927	-1.002949	-0.670231	
00010972	-0.684277	-1.651369	-1.447407	-0.546542	-1.553658	-1.461667	-1.670845	0.738628	-1.420676	-1.639815	
00010973	-0.802840	-1.304991	-0.586157	-0.833302	-0.399489	-0.726620	-0.975236	2.982032	-1.082674	-0.583068	
00010974	-1.639000	-1.672061	-0.929603	-1.593983	-0.720158	-1.936641	-0.203233	0.347863	-1.214121	-0.216291	
00010975	-1.484671	-1.379667	-1.678747	1.821763	-1.538486	-2.371898	-1.724394	-0.404759	-1.298210	-2.332432	
00010976	-1.384509	-0.534437	-0.859397	-1.279111	-1.564901	-1.188516	-0.481037	-0.103265	-1.068994	-0.978463	
00010977	-1.057856	-1.913953	-1.385481	-0.634341	-1.145819	-2.411047	-1.503286	1.769093	-1.132408	-1.566848	
00010978	-1.101061	-1.542284	-0.921075	1.093080	-2.198081	-0.880468	-1.268937	-0.073790	-1.430457	-2.004274	
00010979	-0.915888	-1.828247	0.799578	-0.953033	-0.028166	-0.278046	-0.671792	0.259187	-1.520451	-0.794844	
00010980	-2.100093	1.135436	-1.061044	-2.569371	-2.088636	-1.424207	-1.327023	-0.518041	-1.205463	-1.363337	
00010981	-0.890604	-0.988878	-0.617055	-1.019127	-0.004030	-0.734187	-0.586663	0.139705	-0.750113	-0.302131	
00010982	-0.987135	-1.054711	-0.948831	-1.152108	-1.055518	-1.440128	-1.065120	1.849222	-0.920898	-1.033687	
00010983	-2.005313	-1.894582	-1.873812	-1.087795	-1.933734	-1.628892	-2.125886	3.990885	-0.977451	-1.269980	
00010984	-1.242688	-1.367532	-0.522958	-1.013421	-0.606365	-0.926577	-1.314643	2.288554	-0.888811	-0.533722	
00010985	-1.302873	-1.432744	-0.486278	-1.288715	-0.715135	-1.287362	-1.022982	0.408740	-0.757231	-0.914869	
00010986	-1.955215	-1.232748	-1.598475	-0.737317	-1.255246	-2.986390	-1.254030	0.729186	-1.378497	-1.567455	
00010987	-2.312447	-2.807199	-1.327120	-1.014709	-1.384561	-1.835296	-0.120877	0.527681	-1.170713	-0.099946	
00010988	-1.250466	-1.847035	-0.254168	-0.848075	-0.021207	-0.526372	-0.858394	-1.104884	-0.293698	-1.247683	
00010989	-0.735237	-1.295534	-1.233704	-0.138222	-0.677245	-1.011274	-1.155774	-0.130175	-0.564527	-0.909223	
00010990	-1.048285	-1.679095	-0.608011	-0.791081	-0.762956	-0.833460	-1.343027	1.844113	-1.216561	-0.846533	
00010991	-1.170883	-1.755934	-2.109877	-0.650681	-1.395365	-1.594441	-1.203604	0.871729	-0.516812	-2.406856	
00010992	-5.096170	0.371943	-1.341320	-1.681263	-2.057772	-1.165704	-1.068842	-0.755511	-1.193554	-1.921167	
00010993	-1.717854	-1.659507	-0.569399	-0.857332	-0.845390	-1.237697	-1.163134	2.146009	-0.828208	-0.305058	
00010994	-1.031095	-1.080185	-1.148240	-0.976796	-0.300688	-1.249794	-0.692866	-0.280877	-1.090438	-1.001965	
00010995	-1.683864	-2.074213	-1.189310	-1.114890	-0.781332	-0.888438	-1.865405	0.076394	-0.654837	-0.580083	
00010996	-0.935173	-1.179810	-1.528437	-0.832132	-2.528016	-1.763459	-1.813809	0.304634	-0.684047	-2.793555	
00010997	2.221429	-3.388532	-1.154707	-1.356612	-0.937369	-1.600883	-1.822785	-0.574756	-1.159935	-2.917443	
00010998	-1.212505	-1.750796	-0.269861	-1.286535	0.294830	-0.692908	-1.253750	-0.887711	-1.337281	0.009526	
00010999	-1.172530	-1.844971	-1.835058	0.544444	-1.335145	-1.490969	-1.143606	0.205801	-1.446153	-1.255450	
00011000	-1.416410	-1.263273	-0.893304	-0.907216	-0.541693	-0.899957	-1.716097	2.065752	-0.732817	-1.171362	
00011001	-1.412136	-1.918578	-1.697517	-1.319848	0.380686	-0.372111	-1.306490	-1.183748	-0.194502	-0.120603	
00011002	-0.676718	-0.697551	0.293887	-0.631976	-0.105750	-1.167732	-1.553633	0.247320	-2.651255	-1.980760	
00011003	-1.158228	0.671192	-0.947730	-0.988523	-1.278366	-1.596622	-2.003007	0.488845	-1.700952	-1.436793	
00011004	-1.316552	-1.345834	-1.866170	0.081276	-1.423093	-1.680177	-1.663013	0.265099	-1.767905	-1.204327	
00011005	-1.619703	0.147648	-1.253193	-0.594753	-0.569720	-2.003485	-2.466627	0.440936	-0.711931	-1.946369	
00011006	-1.613844	-1.188294	-0.322692	-0.740725	-0.710410	-0.046065	-0.832151	0.457197	-0.969712	-0.810839	
00011007	-1.000712	-1.740858	-1.515705	-1.568736	-1.484440	-1.359679	1.048320	-0.866486	-0.811494	-0.782695	
00011008	-1.526716	-1.873048	-0.990340	-0.710456	0.419140	-0.771940	-1.414326	-0.860841	0.650629	-0.478469	
00011009	-1.353952	-1.306653	-0.744174	-1.054875	-0.565942	-0.594788	-0.560087	1.879774	-0.680602	-0.770383	
00011010	-0.664713	-0.041718	-1.873046	-0.318608	-1.138491	-1.563328	-1.772590	0.525027	-1.033339	-1.800958	
00011011	0.789480	-2.110227	-1.401984	-0.537557	-1.167876	-1.710707	-0.919533	0.376524	-1.026090	-1.137603	
00011012	-0.138106	-2.193853	-0.012337	-1.131252	0.521633	0.644438	-1.319207	-0.281447	-2.344722	-1.424721	
00011013	-1.297661	-2.795998	-2.769960	-0.737143	-1.672701	-1.863863	0.304057	0.198776	-1.459756	-1.013164	
00011014	-1.048709	-2.185625	-2.029393	2.017199	-2.170285	-2.123417	-1.765556	-0.238175	-1.923568	-2.086572	
00011015	-1.100868	-1.928311	-2.385230	-0.343149	-1.341740	-0.993109	-0.868850	0.987235	-1.429675	-1.847951	
00011016	-1.696148	-1.306090	-0.312895	-1.466984	-0.535785	-0.774637	-1.145848	1.518369	-1.124445	-0.975419	
00011017	-1.235731	-1.489456	-0.442629	-1.348839	-0.386608	-1.761902	-1.524380	-0.712251	-0.702411	-1.128481	
00011018	-1.197109	-1.737486	-0.466191	-0.918169	0.132681	0.116161	-1.035328	0.364854	-1.035641	-0.523537	
00011019	-1.253788	-1.692531	-0.887611	-1.076434	-0.920703	-1.296306	0.610949	-0.065408	-0.886893	-0.538769	
00011020	-1.302478	-1.722887	-0.795759	-1.257422	-0.335151	-1.437533	-0.873562	2.117792	-0.829648	0.408604	
00011021	-1.577882	-1.414704	-1.758144	-1.307651	-0.007154	-1.064730	-1.216622	-0.049301	-1.151009	-0.393200	
00011022	-1.354120	-1.381986	-0.189975	-1.089423	-1.284714	-0.772538	-1.521982	1.725171	-1.269742	-0.975718	
00011023	-0.190045	-1.952236	-1.865110	-0.798129	-1.275582	-4.003747	-1.681621	1.491934	-1.365288	-2.013044	
00011024	-1.674724	-2.101889	-0.992361	-1.336076	0.531137	-0.909588	-1.344993	-1.096035	-0.378132	0.876855	
00011025	-0.518430	-1.450649	-1.035144	-1.095656	-0.633467	-1.352044	-1.207614	2.011134	-1.059427	-0.722729	
00011026	-1.949304	1.962235	-1.717117	-2.306832	-2.185797	-1.670562	-1.533455	-3.311897	-0.514151	-1.750217	
00011027	-1.237814	-0.897046	-1.132100	-0.599222	-1.625091	-1.250312	-0.678206	0.012824	-1.010462	-0.930942	
00011028	-0.707737	-1.287477	-0.707646	-1.230185	-1.211566	-1.706651	-0.043164	1.069419	-1.371608	-0.777360	
00011029	3.500979	-5.262178	-0.691819	-1.071166	-0.959446	-1.667636	-2.462906	-0.467994	-0.951113	-3.984407	
00011030	-1.354910	-1.330340	-0.500082	-1.116987	-0.897390	-1.233223	-1.322897	3.147780	-1.045022	-1.092734	
00011031	-0.880353	-1.714787	-2.874924	-1.241048	-1.293158	-1.515534	0.554093	-0.662610	-0.999062	-1.584128	
00011032	-1.759824	-1.335154	-0.458070	-0.955567	-0.513782	-0.383526	-1.245421	2.599855	-0.641890	-0.927802	
00011033	-1.203972	-1.494786	-0.111556	-1.636434	-0.986619	-1.862861	0.127904	-0.176893	-1.658753	-1.026408	
00011034	-0.821565	-2.156563	-0.975678	-2.709904	-0.014614	-5.735651	1.307774	-0.726531	-0.782244	-0.070261	
00011035	-0.792050	0.891856	-0.925859	-1.273812	-1.901027	-1.600405	-0.759099	-0.750423	-1.103610	-0.910470	
00011036	-0.791197	-1.238046	-0.999891	-0.580361	-0.571645	-1.042438	-1.209382	0.562964	-0.725701	-1.596945	
00011037	-2.414206	2.581915	-1.736479	-0.990613	-2.535098	-1.988566	-1.591489	-2.270412	-3.279490	-2.296036	
00011038	-2.684930	-3.455668	-1.037186	-0.992343	-0.786905	-0.903207	2.556977	-0.978296	-1.372563	-1.516434	
00011039	-3.714038	2.023185	-1.237650	-1.117868	-1.907593	-2.241189	-2.692667	-2.117170	-1.363827	-1.797822	
00011040	-1.252562	0.050213	-1.227930	-1.100950	-1.085877	-1.127473	-0.911793	-0.392241	-0.938870	-1.134338	
00011041	-1.422867	-1.190932	-1.333776	-0.572312	-0.412890	-1.614081	-1.115818	0.341623	-0.982663	-0.596133	
00011042	-1.392991	-3.129207	-1.469162	-1.032801	-0.843507	-1.323620	-1.036587	-2.142239	2.641371	-1.758052	
00011043	-1.496444	-1.060937	-0.817128	-1.302668	-1.186146	-0.787432	-0.559805	-0.282975	-0.844845	-0.167800	
00011044	-1.625550	-1.337933	-1.122403	-1.484200	-0.846300	-2.133061	-0.077815	0.307206	-1.148467	-0.681330	
00011045	-2.048611	-1.484346	-1.643379	-0.717266	-4.654179	-3.881293	-1.752147	2.089424	-1.560293	-2.814579	
00011046	-1.808031	-2.388305	-1.556908	-0.984863	-1.918818	-1.371742	1.506495	-0.762282	-0.616894	0.026552	
00011047	-0.990819	-1.216229	-0.496375	-1.164521	0.107389	-0.670136	-0.801056	-1.137778	-0.486044	-0.454239	
00011048	-0.925822	-1.300171	-0.374530	-0.927745	-0.925430	-0.572716	-1.083429	1.629175	-0.790432	-1.203533	
00011049	-1.031184	1.555048	-1.368843	-2.841306	-0.925983	-0.962198	-1.141347	-2.528753	-0.969654	-1.171387	
00011050	-1.114925	-2.057599	-1.178646	-1.212725	-0.012306	-1.285405	-0.746274	-0.520159	-0.593672	-0.281392	
00011051	-0.028544	-1.101370	-1.325575	-0.561191	-0.927487	-1.387409	-0.666717	0.107768	-0.944831	-0.864551	
00011052	-1.261368	-1.368479	-0.065375	-1.251152	0.331227	0.076168	-1.304131	2.284762	-0.551068	-0.637239	
00011053	-1.454695	-1.385173	-1.131625	-1.342600	-0.443778	-0.846211	-3.682912	5.152634	-1.223775	-0.908292	
00011054	-1.293454	-1.657737	-1.549723	1.846635	-1.603787	-1.940122	-1.528598	-0.623909	-1.281847	-1.811219	
00011055	-1.074373	-1.374496	-1.123953	-1.232390	-0.880918	-1.156724	0.668447	-0.673469	-1.278861	-0.817901	
00011056	-0.911033	0.898450	-1.317792	-2.427428	-1.347773	-1.313344	-0.977855	-2.093700	-1.352554	-2.232651	
00011057	-1.152399	-1.333091	-0.421627	-0.903121	-0.462867	-1.181552	-1.530152	0.292971	-0.553908	-1.044348	
00011058	-1.870055	-1.783132	-1.419212	2.571301	-1.637435	-2.041968	-1.262479	-0.565602	-1.455109	-1.658159	
00011059	-1.177016	1.509092	-1.567069	-1.024118	-1.283848	-1.127398	-1.088944	-1.123147	-1.500159	-1.285106	
00011060	-1.525210	1.502223	-1.681031	-1.274160	-1.512490	-1.931089	-1.971542	-2.339103	-3.008158	-2.346560	
00011061	-1.778107	-1.558694	-1.884879	1.026885	-1.357255	-1.362580	-1.032692	-0.294457	-1.588721	-1.663082	
00011062	-1.583890	-1.045219	-0.651990	-0.974339	-0.957647	-0.810008	-1.190023	2.293755	-1.122853	-0.720296	
00011063	-0.419041	-1.271344	-0.918952	-0.633790	-0.697523	-0.858405	-1.167103	0.285043	-0.877617	-0.925558	
00011064	-0.649301	-0.707882	-1.162287	-0.843451	-2.154586	-0.838623	-0.183973	0.578283	-1.643064	0.241059	
00011065	-1.494705	-1.898338	-1.924676	2.683061	-2.956994	-2.587931	-1.352429	-0.050379	-2.190792	-1.580789	
00011066	-1.166207	-1.391912	-0.500830	-1.725454	1.582321	1.026439	-1.457778	-1.408942	-0.570191	-0.756435	
00011067	-0.898018	-1.259839	-0.770422	-0.945967	-0.833073	-1.043969	-1.049303	2.299122	-1.029109	-0.815363	
00011068	-1.051014	0.071425	-1.482512	-1.289573	-1.865119	-1.436715	-0.677366	-0.388148	-1.641023	-1.590600	
00011069	-0.807926	-1.294194	-1.358129	-1.265299	-2.445663	-2.177232	1.415958	-0.241396	-0.304250	-1.571793	
00011070	-0.878868	-0.497092	-1.174817	-0.517490	-0.533703	-1.156446	-0.767910	-0.713601	-0.669914	-1.565542	
00011071	-1.542827	-1.288014	0.122453	0.394891	-3.477038	-3.705622	-0.802547	0.918685	-3.549267	-1.803300	
00011072	-1.717311	-1.673979	-1.603223	-1.310181	-1.199684	-1.531546	0.142703	0.137688	-1.365314	-1.368281	
00011073	-0.508968	-0.136319	-1.478590	-1.416958	-1.906633	-0.589127	-2.355006	2.215054	-0.970139	-0.248251	
00011074	-1.329854	-1.901298	-0.186678	-0.771572	-1.506247	-0.749503	-2.173716	3.039398	-1.298817	-0.141246	
00011075	-1.229414	2.445831	-2.062159	-1.962510	-2.187110	0.026792	-3.065260	-1.930911	-1.430308	-1.167576	
00011076	2.155994	-2.716799	-1.169718	-0.623181	-1.018935	-2.000665	-1.076623	0.594469	-0.894625	-1.999289	
00011077	-0.572283	-0.863214	-1.104560	-1.069605	-0.040732	-1.384520	-1.284545	-0.443900	-0.712522	-0.605867	
00011078	-1.494809	-1.772854	-1.803900	1.865362	-1.879836	-2.076802	-1.706529	-0.452024	-1.528374	-1.518299	
00011079	-2.146123	-1.359365	2.411412	-1.425904	-1.358664	-1.148671	-0.836010	-0.341435	-1.803981	-1.314303	
00011080	-0.422213	-0.420532	-1.007109	0.303603	-0.994565	-1.238506	-0.645641	0.306576	-1.777732	-0.967693	
00011081	-1.412686	-0.603483	-0.867852	-1.219156	-0.599893	-0.576712	-1.019022	0.309562	-0.854923	-1.054462	
00011082	-1.371657	2.039913	-1.413226	-2.097228	-1.916087	-1.570176	-1.660049	-2.136815	-2.418789	-1.924504	
00011083	-1.039473	3.812090	-1.673273	-1.495209	-1.943797	-1.701665	-1.086340	-1.584299	-1.786869	-1.656925	
00011084	-1.832942	-3.505322	-1.691033	-1.076004	4.022062	-1.338397	-1.666436	-0.746592	-0.814133	-0.535909	
00011085	-0.962526	1.677684	-1.808290	-2.402447	-2.338424	-1.493547	-0.989365	-1.075305	-2.080295	-2.024233	
00011086	-2.568327	-1.016550	-1.992867	-2.226662	0.553575	-0.482946	-0.865326	-1.148357	-1.032934	-0.354344	
00011087	-0.690309	-1.444575	-1.370597	0.003463	-2.486407	-1.677541	-1.391538	0.807046	-1.335555	-2.389084	
00011088	2.361126	-2.881921	-0.929837	-0.888139	-0.890791	-2.193014	-1.296611	-0.450518	-0.922763	-2.886266	
00011089	-1.371952	-1.643664	-1.562373	3.201823	-2.604315	-2.982379	-1.839531	-0.552355	-2.200227	-2.444084	
00011090	1.323457	-1.546826	-1.431011	-0.891353	-1.174624	-1.312357	-1.252219	-0.522473	-1.479071	-2.496788	
00011091	-0.660545	-1.129247	-1.282250	-0.447067	-0.734389	-1.806006	-1.240591	-0.292295	0.011527	-1.036017	
00011092	-1.037396	-1.014836	-0.285301	-1.093739	-0.730761	-1.161906	-1.653593	2.325392	-0.837991	-0.800938	
00011093	-0.444265	-0.241286	-1.016351	0.211792	-0.395888	-0.958974	-0.765242	-0.502795	-0.113353	-1.210839	
00011094	-1.972402	-1.614016	1.074067	-1.407001	-1.002540	-0.639289	-1.542289	-0.730098	-0.679781	-1.400974	
00011095	-1.158733	-1.435156	-0.844675	-0.545361	0.668120	-0.973369	-1.539867	-0.228383	-1.368260	-0.866838	
00011096	-1.155277	-1.617259	-1.788257	0.622777	-2.332233	-1.671534	-2.175940	0.134224	-1.755315	-2.463680	
00011097	0.449029	-2.876349	-2.293011	-1.061812	-2.626311	-2.308374	-2.774543	1.500550	-1.217829	-2.398025	
00011098	0.457721	-2.068990	-2.360262	-2.023959	-3.209787	-2.115341	-1.476888	-1.566563	-0.093126	-2.066970	
00011099	-1.485770	-0.542280	-1.756568	-0.304598	-1.089245	-1.861232	-1.740784	0.728758	-1.825884	-2.416483	
00011100	-1.469147	-1.462075	-0.879167	-1.267695	-1.501337	-0.950206	-1.952444	2.980683	-1.320080	-1.169624	
00011101	-0.872324	-0.811909	-0.991256	-1.453030	-0.885757	-1.191560	-0.482994	0.166962	-0.790364	-0.848124	
00011102	-1.325866	-2.036586	-4.125495	-0.848716	-3.349300	-3.247645	-2.742568	2.026716	-1.088899	-3.585054	
00011103	-1.513165	-1.839709	-0.824708	-1.572218	0.606754	-0.146454	-1.555889	-0.822596	-0.460131	0.086454	
00011104	-0.990900	-1.257901	-0.509914	-1.760467	1.623545	1.640105	-1.587497	-1.114557	-0.527995	-0.980779	
00011105	1.197887	-2.881429	-0.746510	-0.592494	-0.952740	-1.402503	-2.075375	1.658077	-0.908330	-2.307454	
00011106	-0.557298	-0.467271	-1.257796	-0.702891	-0.043414	-1.004619	-0.703179	2.043725	-0.257758	-1.814755	
00011107	-2.099475	-0.635310	-1.319267	-1.122239	-1.715183	-1.599028	-0.895610	0.848107	-1.586143	-1.610784	
00011108	-1.032796	-1.707003	-1.327568	-0.388584	-0.516778	-0.941743	-0.807654	-0.465026	0.133217	-0.942393	
00011109	-1.544699	-2.391491	-1.747217	1.694120	-1.652931	-1.829873	-1.650659	-0.193248	-1.273610	-2.473072	
00011110	1.430547	-2.422255	-1.301583	-0.423262	-1.683603	-1.844148	-1.607065	4.386268	-1.888805	-2.621994	
00011111	-0.772149	-0.689656	-1.695407	-1.393759	-1.565496	-1.021962	-0.873807	1.235475	-0.352469	-0.780402	
00011112	-1.647145	-2.331341	-1.718478	0.546512	-2.137376	-1.621854	-1.345438	0.344538	-1.209744	-1.801531	
00011113	1.974216	0.104578	-2.548611	0.117008	-1.548836	-1.716046	-0.721590	0.827752	-0.903198	-0.104299	
00011114	-2.268121	-1.382661	-1.467232	-1.000059	-1.623315	-0.801907	1.107210	0.377698	-1.045768	-1.118777	
00011115	-1.019611	-1.730165	-0.531286	-0.777767	0.033543	0.236319	-1.028131	1.927365	-0.863814	-0.880687	
00011116	-1.256788	-1.760460	0.006758	-0.989253	0.325799	0.776606	-0.607801	-1.377380	-0.154976	-0.277896	
00011117	-1.925208	-2.033851	-1.670528	0.969182	-2.064454	-1.291906	-1.373813	0.401328	-1.315062	-2.313060	
00011118	-1.156456	-1.084750	-0.909073	-1.027192	-0.948107	-0.898178	-1.156568	1.988217	-0.930215	-0.458822	
00011119	-0.897385	-1.636725	-0.882855	-1.298000	-0.584610	-0.687740	-1.174286	0.381888	0.435409	-1.169862	
00011120	-1.078161	-1.431644	-0.911080	-1.187869	-1.080636	-1.000901	-1.346234	2.567713	-0.946663	-1.158383	
00011121	-1.009446	-1.546297	-0.815940	-1.740196	-0.812513	-1.293712	1.217856	-0.121974	-0.586146	-1.880125	
00011122	-2.108788	-1.830350	-1.654327	-0.740406	-4.479640	-3.442843	-1.684556	2.084601	-1.343758	-2.657131	
00011123	-1.523509	-1.585066	-0.869387	-1.240396	-0.999452	-1.296529	-1.716235	2.151772	-1.131280	-0.906201	
00011124	-1.090746	-1.246208	-0.563430	-1.191636	-0.893789	-1.105119	-1.347078	2.064585	-0.725950	-0.778570	
00011125	-1.527262	-2.252913	-0.924687	-1.602519	-0.023892	-0.942116	-1.312576	-0.136083	-0.513039	0.705436	
00011126	-1.629859	-1.610457	-1.747463	1.999158	-1.832545	-2.036328	-0.962188	-0.894728	-1.569597	-1.084273	
00011127	-1.268320	-2.446204	-1.021750	-1.109912	-0.529624	-0.759601	-2.510626	4.051018	-2.145464	-1.044420	
00011128	-1.398300	3.478103	-1.270913	-1.184099	-1.744264	-2.019206	-2.272702	-0.147571	-2.340558	-1.019817	
00011129	-0.974251	-1.640229	-1.492928	0.993763	-1.412983	-1.410112	-1.267989	-0.052277	-2.160245	-2.178527	
00011130	-1.601830	-0.663629	-0.862527	-0.940681	-1.275863	-1.441434	0.468339	-0.623072	-1.064958	-1.015827	
00011131	-1.724617	-1.446561	-0.841881	-1.013701	-0.680984	-0.883846	1.867639	-0.055943	-0.975727	-1.019930	
00011132	-1.211823	-2.439083	-1.049316	-0.622414	-1.845645	-1.136688	-1.484712	1.415106	-1.062455	-2.187599	
00011133	-0.944550	-0.457774	-0.168119	-0.034880	-1.659838	-1.261079	-0.949960	-1.427873	-0.789673	-1.376917	
00011134	-1.180967	-1.971482	-0.933316	-1.476592	0.948402	0.202810	-1.412355	-1.228655	-0.557996	-0.378784	
00011135	-0.656868	-1.500682	-0.929150	-0.948951	-1.200561	-1.507976	-1.210948	3.208912	-1.053190	-0.497406	
